,City Name,Cloudiness,Country,Date,Humidity,Max Temp,Wind Speed,Lat,Lng
271,Ancud,24,CL,1547524800,87,48.2,3.36,-41.87,-73.83
272,Bambous Virieux,40,MU,1547524800,66,84.2,10.29,-20.34,57.76
273,Warwick,40,US,1547524560,84,21.02,4.7,41.7,-71.42
274,Port Moresby,40,PG,1547524800,59,89.6,11.41,-9.47,147.16
275,Flinders,0,AU,1547524800,58,87.8,11.41,-34.58,150.85
276,Mount Gambier,0,AU,1547524800,30,100.4,10.29,-37.83,140.78
277,Zhigansk,8,RU,1547526166,69,-35.75,2.82,66.77,123.37
278,Cap Malheureux,40,MU,1547524800,66,84.2,10.29,-19.98,57.61
279,Cabedelo,20,BR,1547524800,88,75.2,4.7,-6.97,-34.84
280,Chumikan,12,RU,1547526173,66,-4.34,3.83,54.72,135.31
281,Katav-Ivanovsk,20,RU,1547526175,74,-1.19,2.26,54.75,58.21
282,Mackenzie,40,CA,1547524380,100,24.8,2.24,55.34,-123.09
283,Tura,0,IN,1547526180,89,58.57,2.71,25.52,90.21
284,Basoko,64,CD,1547526183,92,73.69,3.15,1.23,23.61
285,Rumford,1,US,1547524560,86,10.94,2.15,44.55,-70.55
286,Porbandar,0,IN,1547524800,30,71.6,11.41,21.64,69.61
287,Varhaug,75,NO,1547524200,100,32.0,6.93,58.61,5.65
288,Rocha,92,UY,1547526193,90,70.09,8.19,-34.48,-54.34
289,Bolobo,88,CD,1547526195,100,71.17,2.37,-2.17,16.23
290,Emerald,0,AU,1547524800,30,93.2,3.36,-23.53,148.16
291,Thaba Nchu,0,ZA,1547524800,45,64.4,3.36,-29.2,26.83
292,Kutum,8,SD,1547526203,78,47.86,5.17,14.2,24.66
293,Constitucion,90,MX,1547520480,41,60.8,9.17,23.99,-104.67
294,Akureyri,90,IS,1547524800,100,23.0,2.24,65.68,-18.09
295,Maumere,100,ID,1547526210,100,78.64,6.73,-8.63,122.22
296,Key West,90,US,1547525700,85,17.96,8.05,47.93,-96.78
297,Bonfim,0,GY,1547526215,63,81.07,15.46,3.36,-59.84
298,Geraldton,40,CA,1547524800,83,-5.81,3.38,49.72,-86.95
299,Chernyshevskiy,20,RU,1547526220,58,-33.32,4.38,63.01,112.47
300,Ushtobe,24,KZ,1547526223,60,13.57,3.15,45.25,77.98
301,Mujiayingzi,0,CN,1547526225,22,6.64,13.11,42.12,118.78
302,Volodarsk,88,UA,1547526227,99,33.82,10.98,48.13,39.59
303,Muros,56,ES,1547523000,93,41.0,3.36,42.77,-9.06
304,Birjand,75,IR,1547524800,35,42.8,11.43,32.86,59.22
305,Erzin,75,TR,1547524200,100,44.6,21.92,36.95,36.2
306,Mahebourg,40,MU,1547524800,66,84.2,10.29,-20.41,57.7
307,Bago,20,MM,1547524800,54,82.4,4.7,17.34,96.48
308,Isparta,75,TR,1547524200,93,37.4,3.36,37.77,30.56
309,Sovetskiy,88,RU,1547526251,91,18.61,12.55,56.76,48.47
310,Baglan,90,GB,1547524200,87,48.2,13.87,51.62,-3.81
311,Walvis Bay,88,NA,1547521200,82,66.2,4.7,-22.95,14.51
312,Chikitigarh,24,IN,1547526264,62,71.89,4.27,19.2,84.62
313,Sharjah,0,AE,1547524800,73,73.4,8.05,25.36,55.39
314,Sheregesh,0,RU,1547526269,43,-15.23,2.26,52.93,87.98
315,Callaguip,20,PH,1547524800,65,82.4,6.93,18.07,120.49
316,Erenhot,0,CN,1547526273,47,-3.71,10.09,43.65,111.97
317,Vostok,64,RU,1547526276,80,15.64,1.59,46.45,135.83
318,Mundargi,0,IN,1547526281,66,64.33,4.72,15.22,75.9
319,Boda,0,BD,1547526284,76,56.86,2.26,26.2,88.56
320,Fortuna,0,ES,1547524800,75,41.0,5.82,38.18,-1.13
321,San Quintin,0,PH,1547526294,55,80.08,1.7,17.54,120.52
322,Talcahuano,0,CL,1547524800,93,59.0,3.36,-36.72,-73.12
323,Ambilobe,44,MG,1547526299,90,72.97,3.38,-13.19,49.05
324,Ketchikan,90,US,1547524980,95,46.94,7.4,55.34,-131.65
325,Turbat,0,PK,1547526304,82,49.48,3.15,26.0,63.05
326,Xinzhi,75,TW,1547524800,69,78.8,6.93,22.54,120.62
327,Rio Grande,80,BR,1547526295,98,75.13,4.16,-32.03,-52.1
328,Port Keats,64,AU,1547526311,90,88.0,2.71,-14.25,129.55
329,Chicama,75,PE,1547524800,88,71.6,8.05,-7.84,-79.15
330,Beloha,48,MG,1547526316,84,75.67,3.27,-25.17,45.06
331,Coihaique,0,CL,1547524800,53,53.6,3.36,-45.58,-72.07
332,Alpine,90,US,1547525700,80,32.0,8.05,43.07,-85.69
333,Wasilla,1,US,1547524680,48,33.08,6.93,61.58,-149.44
334,Baghdad,0,IQ,1547524800,70,46.4,8.05,33.3,44.38
335,Alberdi,0,AR,1547524800,88,80.6,5.82,-26.19,-58.14
336,Paita,76,PE,1547526331,82,73.33,6.62,-5.09,-81.11
337,Garavuti,75,TJ,1547524800,75,46.4,2.24,37.57,68.45
338,Saint-Augustin,90,FR,1547524800,81,44.6,3.36,44.83,-0.61
339,Binzhou,0,CN,1547526338,33,27.34,19.04,37.38,117.96
340,Mayo,75,CA,1547524800,75,-18.41,2.59,63.59,-135.9
341,Dingle,44,PH,1547526346,70,81.16,16.13,11.0,122.67
342,San Antonio,0,CL,1547524800,87,57.2,5.82,-33.58,-71.61
343,Somerville,1,US,1547525700,80,32.0,4.38,40.57,-74.61
344,Grindavik,75,IS,1547524800,100,35.6,13.87,63.84,-22.43
345,Monrovia,20,LR,1547524800,94,73.4,4.72,6.33,-10.8
346,Okitipupa,20,NG,1547526359,94,73.96,1.25,6.5,4.78
347,Hobyo,92,SO,1547526362,84,75.49,16.02,5.35,48.53
348,Bahia Honda,24,CU,1547526369,90,68.83,6.17,22.9,-83.16
349,Osakarovka,20,KZ,1547526374,76,15.46,8.41,50.56,72.58
350,Iberia,80,PE,1547526379,93,75.13,2.37,-11.41,-69.49
351,Northam,92,GB,1547520600,81,48.2,12.75,51.04,-4.21
352,Luderitz,0,NA,1547526384,76,60.37,10.31,-26.65,15.16
353,Clyde River,90,CA,1547524800,74,-25.61,5.82,70.47,-68.59
354,Saint-Philippe,90,CA,1547525820,78,15.8,6.93,45.36,-73.48
355,Tasiilaq,64,GL,1547524200,66,10.4,21.92,65.61,-37.64
356,Comodoro Rivadavia,0,AR,1547524800,15,73.4,18.34,-45.87,-67.48
357,Kiama,0,AU,1547524800,58,87.8,11.41,-34.67,150.86
358,Namatanai,68,PG,1547526398,100,82.51,10.98,-3.66,152.44
359,Guatire,20,VE,1547524800,74,78.8,2.26,10.47,-66.54
360,Marsh Harbour,44,BS,1547526227,100,73.69,8.19,26.54,-77.06
361,Verkhnevilyuysk,12,RU,1547526406,73,-37.01,2.93,63.45,120.31
362,Coachella,90,US,1547525700,85,53.06,5.82,33.68,-116.18
363,Mahon,75,IE,1547524800,100,44.6,9.17,51.89,-8.4
364,Otukpo,8,NG,1547526413,84,75.13,7.4,7.19,8.13
365,Blagoyevo,88,RU,1547526415,76,20.41,7.18,63.37,47.92
366,Sirnak,88,TR,1547526418,97,27.43,1.92,37.52,42.46
367,La Romana,20,DO,1547524800,73,75.2,5.82,18.43,-68.97
368,Pandharpur,0,IN,1547526423,62,69.01,4.72,17.68,75.33
369,Hjelset,92,NO,1547524200,100,32.0,10.29,62.78,7.5
370,Dunedin,80,NZ,1547526141,86,60.37,3.94,-45.87,170.5
371,Bardstown,75,US,1547525400,92,31.1,2.93,37.81,-85.47
372,Vila Franca do Campo,20,PT,1547523000,77,59.0,3.36,37.72,-25.43
373,Merauke,80,ID,1547526435,93,84.04,4.94,-8.49,140.4
374,Solhan,90,TR,1547524200,100,28.4,1.12,38.97,41.05
375,Goderich,88,CA,1547526440,79,25.54,11.77,43.74,-81.71
376,Sawakin,40,SD,1547524800,83,71.6,13.87,19.1,37.33
377,Havre-Saint-Pierre,90,CA,1547524800,78,15.8,6.93,50.23,-63.6
378,Taksimo,44,RU,1547526450,49,-5.06,4.27,56.36,114.84
379,Nichinan,75,JP,1547524800,48,62.6,12.75,31.65,131.31
380,Methven,12,NZ,1547526460,95,61.99,5.95,-43.63,171.65
381,Ous,0,RU,1547526463,66,-0.83,2.93,60.91,61.52
382,Chiredzi,88,ZW,1547526466,93,76.93,4.72,-21.05,31.67
383,Doba,12,TD,1547526468,35,67.21,11.1,8.66,16.85
384,Salalah,75,OM,1547524200,78,71.6,4.7,17.01,54.1
385,Chama,92,ZM,1547526482,85,68.83,4.16,-11.22,33.16
386,Huarmey,88,PE,1547526485,92,66.04,3.6,-10.07,-78.15
387,Leningradskiy,20,RU,1547526444,88,-10.01,21.83,69.38,178.42
388,Alta Floresta,44,BR,1547526492,97,71.71,2.26,-9.87,-56.08
389,Sandwick,92,GB,1547520600,100,42.8,25.28,54.57,-2.89
390,Vestmannaeyjar,36,IS,1547526490,100,36.79,11.88,63.44,-20.27
391,Beyneu,76,KZ,1547526505,93,24.91,4.05,45.32,55.19
392,Belyy Yar,20,RU,1547524800,75,-13.01,2.24,53.6,91.39
393,Khatanga,80,RU,1547526512,49,-16.76,17.69,71.98,102.47
394,Colares,0,PT,1547523000,93,48.2,6.93,38.8,-9.45
395,Uvarovo,88,RU,1547526520,92,27.16,12.21,51.99,42.26
396,Nanchong,88,CN,1547526525,91,41.56,10.42,30.8,106.08
397,Cutervo,92,PE,1547526530,97,52.81,1.92,-6.38,-78.82
398,Jalu,0,LY,1547526504,54,44.26,13.11,29.03,21.55
399,Natal,20,BR,1547524800,78,78.8,5.82,-5.81,-35.21
400,Batagay-Alyta,8,RU,1547526544,0,-56.99,2.59,67.8,130.41
401,Doka,0,SD,1547526551,49,65.86,7.63,13.52,35.76
402,Wencheng,68,CN,1547526555,89,52.27,2.82,27.79,120.09
403,Saint-Pierre,0,FR,1547524800,93,39.2,5.82,48.95,4.24
404,Cumberland,1,US,1547524560,80,21.2,3.6,41.97,-71.43
405,Mogadishu,40,SO,1547524800,73,77.0,11.41,2.04,45.34
406,Assentoft,8,DK,1547524200,76,39.2,4.7,56.44,10.14
407,Farafangana,80,MG,1547526571,100,80.26,8.08,-22.82,47.83
408,Kokkola,75,FI,1547524200,92,19.4,9.17,63.84,23.13
409,Tiarei,75,PF,1547524800,70,84.2,11.41,-17.53,-149.33
410,Alofi,0,NU,1547524800,70,86.0,13.87,-19.06,-169.92
411,Cermik,90,TR,1547524200,100,37.4,13.87,38.14,39.45
412,Ahipara,88,NZ,1547526589,78,68.56,18.92,-35.17,173.16
413,Palmas,75,BR,1547521200,94,75.2,3.04,-10.18,-48.33
414,Kununurra,40,AU,1547524800,55,91.4,8.05,-15.77,128.74
415,Ghanzi,36,BW,1547526598,94,66.04,2.93,-21.7,21.65
416,Nsoko,56,ZA,1547526601,84,77.85,3.49,-27.07,31.93
417,Buala,32,SB,1547526606,91,83.88,7.07,-8.15,159.59
418,Ibra,0,OM,1547526609,81,65.43,2.37,22.69,58.55
419,Pisco,90,PE,1547524800,88,71.6,16.11,-13.71,-76.2
420,Narsaq,88,GL,1547524200,86,28.4,11.41,60.91,-46.05
421,Trelew,0,AR,1547526505,35,67.66,6.06,-43.25,-65.31
422,Opuwo,76,NA,1547526619,54,62.91,2.71,-18.06,13.84
423,Sao Filipe,0,CV,1547526621,98,71.82,15.79,14.9,-24.5
424,Evensk,56,RU,1547526624,100,-7.39,6.96,61.92,159.24
425,Namibe,92,AO,1547526629,100,71.82,2.04,-15.19,12.15
426,Gap,32,FR,1547526631,100,19.53,2.26,44.56,6.08
427,Erzincan,75,TR,1547524200,92,23.0,4.7,39.75,39.49
428,Westerland,75,NL,1547524920,87,46.4,16.11,52.89,4.93
429,Mazagao,0,BR,1547524800,100,77.0,4.7,-0.12,-51.29
430,Wahiawa,90,US,1547524620,77,78.98,4.7,21.5,-158.02
431,Teya,40,MX,1547523900,78,71.6,8.05,21.05,-89.07
432,Tongren,80,CN,1547526665,98,39.6,9.08,27.72,109.18
433,Grand Gaube,40,MU,1547524800,66,84.2,10.29,-20.01,57.66
434,Leua,64,AO,1547526669,91,66.24,6.85,-11.65,20.45
435,Skibbereen,75,IE,1547524800,100,44.6,9.17,51.55,-9.27
436,Maryville,90,US,1547524500,80,32.0,10.29,40.35,-94.87
437,Nanortalik,92,GL,1547526515,97,29.14,12.55,60.14,-45.24
438,Eston,5,CA,1547524800,85,21.2,25.28,51.15,-108.75
439,North Bend,1,US,1547524560,76,44.06,8.05,43.41,-124.22
440,Havelock,1,US,1547524680,84,37.04,4.7,34.88,-76.9
441,Isangel,80,VU,1547526529,100,79.54,11.65,-19.55,169.27
442,Dalby,0,AU,1547524800,28,93.2,6.93,-27.18,151.26
443,Luena,92,AO,1547526696,91,65.52,9.64,-11.78,19.91
444,Karratha,0,AU,1547526699,26,103.77,11.99,-20.74,116.85
445,Ceres,92,AR,1547526701,99,71.28,4.94,-29.88,-61.95
446,San Eduardo,0,AR,1547526704,85,48.69,1.25,-33.22,-66.03
447,Sechura,76,PE,1547526707,82,73.8,8.97,-5.56,-80.82
448,Dalvik,0,SE,1547524200,63,26.6,11.41,57.79,14.13
449,Oyama,75,JP,1547524800,56,44.6,3.36,36.31,139.8
450,Guozhen,92,CN,1547526714,95,42.66,17.25,29.3,113.14
451,Ayagoz,92,KZ,1547526717,80,10.53,4.61,47.96,80.43
452,Henties Bay,80,NA,1547526722,95,63.9,3.38,-22.12,14.28
453,Aripuana,20,BR,1547526438,90,75.67,2.37,-9.17,-60.63
454,Kondinskoye,0,RU,1547526729,79,4.32,5.06,59.65,67.41
455,Gat,20,SN,1547524800,82,69.8,17.22,14.69,-16.54
456,Boca do Acre,8,BR,1547526735,95,71.73,2.04,-8.76,-67.39
457,Gornyy,88,RU,1547526737,94,27.0,19.48,51.76,48.54
458,Quang Ngai,76,VN,1547526739,85,72.18,3.27,15.12,108.8
459,Port Hueneme,75,US,1547524620,79,55.94,11.41,34.15,-119.2
460,Dong Hoi,80,VN,1547526744,100,71.91,11.99,17.48,106.6
461,Bintulu,75,MY,1547524800,74,86.0,2.24,3.17,113.03
462,Arona,0,IT,1547526000,67,46.4,2.24,45.76,8.56
463,Maniitsoq,68,GL,1547526752,100,5.67,5.84,65.42,-52.9
464,Turukhansk,88,RU,1547526754,79,12.33,18.59,65.8,87.96
465,Scottsboro,90,US,1547525700,86,37.94,5.82,34.67,-86.03
466,Fare,76,PF,1547526768,98,83.79,17.25,-16.7,-151.02
467,Ranibennur,0,IN,1547526776,46,78.84,10.98,14.62,75.62
468,Angoche,8,MZ,1547526788,98,83.43,11.1,-16.23,39.91
469,Celestun,48,MX,1547526791,100,73.8,19.15,20.87,-90.4
470,Hambantota,75,LK,1547521800,94,78.8,5.82,6.12,81.12
471,Freeport,0,BS,1547526755,100,72.54,9.75,26.54,-78.7
472,Barcelona,0,ES,1547524800,81,42.8,12.75,41.38,2.18
473,Pochutla,40,MX,1547523600,69,78.8,4.7,15.74,-96.47
474,Gazojak,88,TM,1547526806,100,40.5,9.64,41.19,61.4
475,Nioro,12,GM,1547526808,35,68.13,8.3,13.79,-15.05
476,Rawlins,1,US,1547524500,86,12.2,3.36,41.79,-107.24
477,Vicksburg,0,US,1547525700,86,41.0,3.36,32.35,-90.88
478,Belmonte,56,PT,1547526786,92,28.17,3.94,40.36,-7.35
479,Ostersund,0,SE,1547524200,79,23.0,12.75,63.18,14.64
480,Chandannagar,40,IN,1547524800,59,66.2,9.17,22.86,88.37
481,Shingu,75,JP,1547524800,71,51.8,8.05,33.72,135.99
482,Skjervoy,64,NO,1547526828,100,29.61,13.67,70.03,20.97
483,Flagstaff,90,US,1547525280,95,46.4,4.7,35.2,-111.65
484,Sur,0,OM,1547526832,100,71.82,5.39,22.57,59.53
485,Nantong,76,CN,1547526835,80,46.44,14.67,31.98,120.89
486,Arlit,0,NE,1547526837,52,42.93,2.82,18.74,7.39
487,Maldonado,90,UY,1547524800,94,69.8,4.7,-34.91,-54.96
488,Takapau,100,NZ,1547526842,96,60.57,12.55,-40.02,176.35
489,Puerto Cabezas,92,NI,1547526845,95,78.75,17.13,14.04,-83.39
490,Ramgarh,0,IN,1547526849,59,60.84,5.17,28.17,74.98
491,Okato,20,NZ,1547526852,93,64.71,23.06,-39.19,173.88
492,Roald,90,NO,1547524200,100,32.0,11.41,62.58,6.12
493,Codrington,0,AU,1547524800,46,93.2,14.99,-28.95,153.24
494,Koroni,75,GR,1547524200,81,44.6,6.93,36.8,21.96
495,Russell,75,AR,1547524800,88,64.4,6.93,-33.01,-68.8
496,Rio Gallegos,0,AR,1547524800,33,57.2,9.64,-51.62,-69.22
497,Mareeba,90,AU,1547524800,83,82.4,13.87,-16.99,145.42
498,Panormos,92,GR,1547526890,100,37.44,4.72,38.37,22.25
499,Ouadda,88,CF,1547526895,49,76.14,7.96,8.07,22.4
500,Crowley,1,US,1547525700,83,42.08,3.36,30.21,-92.37
501,Sao Felix do Xingu,20,BR,1547526906,100,68.22,2.15,-6.64,-51.99
502,Xinyu,88,CN,1547526916,92,48.33,11.32,27.8,114.93
503,Carroll,12,AU,1547524800,15,102.2,4.7,-30.99,150.44
504,Vardo,1,US,1547525700,71,24.98,4.38,39.62,-77.74
505,Nemuro,75,JP,1547524800,68,30.2,16.11,43.32,145.57
506,Hervey Bay,8,AU,1547524800,45,87.8,13.87,-25.3,152.85
507,Santa Vitoria do Palmar,92,BR,1547527032,96,71.64,7.07,-33.52,-53.37
508,Oistins,40,BB,1547524800,78,77.0,13.87,13.07,-59.53
509,Jumla,0,NP,1547526952,60,29.88,2.04,29.28,82.18
510,Carson City,90,US,1547524500,64,39.02,1.59,39.16,-119.77
511,Kahului,40,US,1547524560,64,77.0,7.18,20.89,-156.47
512,Ocampo,76,PH,1547526686,93,78.12,15.01,13.56,123.37
513,Denpasar,20,ID,1547524800,79,86.0,12.75,-8.65,115.22
514,Kavaratti,0,IN,1547526967,100,82.8,10.76,10.57,72.64
515,Vaitape,56,PF,1547526972,100,83.43,18.48,-16.52,-151.75
516,Kushiro,75,JP,1547524800,86,28.4,6.93,43.11,144.15
517,Florianopolis,75,BR,1547524800,88,78.8,5.82,-27.6,-48.55
518,Honningsvag,80,NO,1547526986,100,27.81,6.06,70.98,25.97
519,Si Racha,20,TH,1547524800,66,86.0,4.7,13.17,100.93
520,Novyy Urengoy,76,RU,1547526745,87,13.23,10.54,66.08,76.63
521,Oranjemund,0,ZA,1547526785,98,63.0,17.02,-28.55,16.43
522,Mul,0,IN,1547526999,58,76.5,9.98,20.07,79.68
523,Yatou,75,CM,1547524800,100,77.0,1.36,3.63,9.81
524,Metkovic,0,HR,1547524800,41,39.2,9.17,43.05,17.65
525,Nome,1,US,1547525700,82,44.06,3.36,30.04,-94.42
526,Wiarton,90,CA,1547524800,92,30.2,3.36,44.74,-81.13
527,Berlevag,32,NO,1547527039,100,15.48,5.17,70.86,29.09
528,Truro,90,GB,1547524200,87,46.4,6.93,50.26,-5.05
529,Inhambane,80,MZ,1547527044,100,77.67,13.22,-23.87,35.38
530,Izumo,75,JP,1547524800,81,48.2,11.41,35.37,132.75
531,Aswan,0,EG,1547527051,94,43.2,2.82,24.09,32.9
532,High Level,5,CA,1547524800,76,-9.41,12.75,58.52,-117.13
533,Gushikawa,1,JP,1547524800,51,76.1,5.82,26.35,127.87
534,Port Hedland,44,AU,1547524800,29,102.2,13.87,-20.31,118.58
535,Tabas,88,IR,1547521200,40,51.8,4.7,33.6,56.92
536,Tainan,75,TW,1547524800,57,78.8,4.7,22.99,120.21
537,Puerto Escondido,40,MX,1547523600,69,78.8,4.7,15.86,-97.07
538,Port Macquarie,8,AU,1547524800,49,89.6,19.46,-31.43,152.91
539,Cabra,0,ES,1547524800,86,33.8,1.12,37.47,-4.43
540,Lufilufi,75,WS,1547524800,74,87.8,5.82,-13.87,-171.6
541,Husavik,92,CA,1547527088,85,13.68,15.01,50.56,-96.99
